OO	xdotool Keyname	keycode	New Desc	Type	Subtype	Unicode	XDO Description (orig)
1690	Uhorngrave	0x1001eea	Latin Capital Letter U With Horn And Grave (U+1EEA)	Latin	Vietnamese	U+1EEA	U+1EEA LATIN CAPITAL LETTER U WITH HORN AND GRAVE
1691	uhorngrave	0x1001eeb	Latin Small Letter u With Horn And Grave (U+1EEB)	Latin	Vietnamese	U+1EEB	U+1EEB LATIN SMALL LETTER U WITH HORN AND GRAVE
1692	Uhornhook	0x1001eec	Latin Capital Letter U With Horn And Hook Above (U+1EEC)	Latin	Vietnamese	U+1EEC	U+1EEC LATIN CAPITAL LETTER U WITH HORN AND HOOK ABOVE
1693	uhornhook	0x1001eed	Latin Small Letter u With Horn And Hook Above (U+1EED)	Latin	Vietnamese	U+1EED	U+1EED LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE
1694	Uhorntilde	0x1001eee	Latin Capital Letter U With Horn And Tilde (U+1EEE)	Latin	Vietnamese	U+1EEE	U+1EEE LATIN CAPITAL LETTER U WITH HORN AND TILDE
1695	uhorntilde	0x1001eef	Latin Small Letter u With Horn And Tilde (U+1EEF)	Latin	Vietnamese	U+1EEF	U+1EEF LATIN SMALL LETTER U WITH HORN AND TILDE
1696	Uhornbelowdot	0x1001ef0	Latin Capital Letter U With Horn And Dot Below (U+1EF0)	Latin	Vietnamese	U+1EF0	U+1EF0 LATIN CAPITAL LETTER U WITH HORN AND DOT BELOW
1697	uhornbelowdot	0x1001ef1	Latin Small Letter u With Horn And Dot Below (U+1EF1)	Latin	Vietnamese	U+1EF1	U+1EF1 LATIN SMALL LETTER U WITH HORN AND DOT BELOW
1698	Ybelowdot	0x1001ef4	Latin Capital Letter Y With Dot Below (U+1EF4)	Latin	Vietnamese	U+1EF4	U+1EF4 LATIN CAPITAL LETTER Y WITH DOT BELOW
1699	ybelowdot	0x1001ef5	Latin Small Letter y With Dot Below (U+1EF5)	Latin	Vietnamese	U+1EF5	U+1EF5 LATIN SMALL LETTER Y WITH DOT BELOW
1700	Yhook	0x1001ef6	Latin Capital Letter Y With Hook Above (U+1EF6)	Latin	Vietnamese	U+1EF6	U+1EF6 LATIN CAPITAL LETTER Y WITH HOOK ABOVE
1701	yhook	0x1001ef7	Latin Small Letter y With Hook Above (U+1EF7)	Latin	Vietnamese	U+1EF7	U+1EF7 LATIN SMALL LETTER Y WITH HOOK ABOVE
1702	Ytilde	0x1001ef8	Latin Capital Letter Y With Tilde (U+1EF8)	Latin	Vietnamese	U+1EF8	U+1EF8 LATIN CAPITAL LETTER Y WITH TILDE
1703	ytilde	0x1001ef9	Latin Small Letter y With Tilde (U+1EF9)	Latin	Vietnamese	U+1EF9	U+1EF9 LATIN SMALL LETTER Y WITH TILDE
1704	Ohorn	0x10001a0	Latin Capital Letter O With Horn (U+01A0)	Latin	Vietnamese	U+01A0	U+01A0 LATIN CAPITAL LETTER O WITH HORN
1705	ohorn	0x10001a1	Latin Small Letter o With Horn (U+01A1)	Latin	Vietnamese	U+01A1	U+01A1 LATIN SMALL LETTER O WITH HORN
1706	Uhorn	0x10001af	Latin Capital Letter U With Horn (U+01AF)	Latin	Vietnamese	U+01AF	U+01AF LATIN CAPITAL LETTER U WITH HORN
1707	uhorn	0x10001b0	Latin Small Letter u WITH HORN (U+01B0)	Latin	Vietnamese	U+01B0	U+01B0 LATIN SMALL LETTER U WITH HORN
1708	EcuSign	0x10020a0	Euro-currency Sign (U+20A0)	Symbol	CURRENCY	U+20A0	U+20A0 EURO-CURRENCY SIGN
1709	ColonSign	0x10020a1	Colon Sign (U+20A1)	Symbol	CURRENCY	U+20A1	U+20A1 COLON SIGN
1710	CruzeiroSign	0x10020a2	Cruzeiro Sign (U+20A2)	Symbol	CURRENCY	U+20A2	U+20A2 CRUZEIRO SIGN
1711	FFrancSign	0x10020a3	French Franc Sign (U+20A3)	Symbol	CURRENCY	U+20A3	U+20A3 FRENCH FRANC SIGN
1712	LiraSign	0x10020a4	Lira Sign (U+20A4)	Symbol	CURRENCY	U+20A4	U+20A4 LIRA SIGN
1713	MillSign	0x10020a5	Mill Sign (U+20A5)	Symbol	CURRENCY	U+20A5	U+20A5 MILL SIGN
1714	NairaSign	0x10020a6	Naira Sign (U+20A6)	Symbol	CURRENCY	U+20A6	U+20A6 NAIRA SIGN
1715	PesetaSign	0x10020a7	Peseta Sign (U+20A7)	Symbol	CURRENCY	U+20A7	U+20A7 PESETA SIGN
1716	RupeeSign	0x10020a8	Rupee Sign (U+20A8)	Symbol	CURRENCY	U+20A8	U+20A8 RUPEE SIGN
1717	WonSign	0x10020a9	Won Sign (U+20A9)	Symbol	CURRENCY	U+20A9	U+20A9 WON SIGN
1718	NewSheqelSign	0x10020aa	New Sheqel Sign (U+20AA)	Symbol	CURRENCY	U+20AA	U+20AA NEW SHEQEL SIGN
1719	DongSign	0x10020ab	Dong Sign (U+20AB)	Symbol	CURRENCY	U+20AB	U+20AB DONG SIGN
1720	EuroSign	0x20ac	Euro Sign (U+20AC)	Symbol	CURRENCY	U+20AC	U+20AC EURO SIGN
1721	zerosuperior	0x1002070	Superscript Zero (U+2070)	Latin		U+2070	U+2070 SUPERSCRIPT ZERO
1722	foursuperior	0x1002074	Superscript Four (U+2074)	Latin		U+2074	U+2074 SUPERSCRIPT FOUR
1723	fivesuperior	0x1002075	Superscript Five (U+2075)	Latin		U+2075	U+2075 SUPERSCRIPT FIVE
1724	sixsuperior	0x1002076	Superscript Six (U+2076)	Latin		U+2076	U+2076 SUPERSCRIPT SIX
1725	sevensuperior	0x1002077	Superscript Seven (U+2077)	Latin		U+2077	U+2077 SUPERSCRIPT SEVEN
1726	eightsuperior	0x1002078	Superscript Eight (U+2078)	Latin		U+2078	U+2078 SUPERSCRIPT EIGHT
1727	ninesuperior	0x1002079	Superscript Nine (U+2079)	Latin		U+2079	U+2079 SUPERSCRIPT NINE
1728	zerosubscript	0x1002080	Subscript Zero (U+2080)	Latin		U+2080	U+2080 SUBSCRIPT ZERO
1729	onesubscript	0x1002081	Subscript One (U+2081)	Latin		U+2081	U+2081 SUBSCRIPT ONE
1730	twosubscript	0x1002082	Subscript Two (U+2082)	Latin		U+2082	U+2082 SUBSCRIPT TWO
1731	threesubscript	0x1002083	Subscript Three (U+2083)	Latin		U+2083	U+2083 SUBSCRIPT THREE
1732	foursubscript	0x1002084	Subscript Four (U+2084)	Latin		U+2084	U+2084 SUBSCRIPT FOUR
1733	fivesubscript	0x1002085	Subscript Five (U+2085)	Latin		U+2085	U+2085 SUBSCRIPT FIVE
1734	sixsubscript	0x1002086	Subscript Six (U+2086)	Latin		U+2086	U+2086 SUBSCRIPT SIX
1735	sevensubscript	0x1002087	Subscript Seven (U+2087)	Latin		U+2087	U+2087 SUBSCRIPT SEVEN
1736	eightsubscript	0x1002088	Subscript Eight (U+2088)	Latin		U+2088	U+2088 SUBSCRIPT EIGHT
1737	ninesubscript	0x1002089	Subscript Nine (U+2089)	Latin		U+2089	U+2089 SUBSCRIPT NINE
1738	partdifferential	0x1002202	Partial Differential (U+2202)	Symbol		U+2202	U+2202 PARTIAL DIFFERENTIAL
1739	emptyset	0x1002205	Null Set (U+2205)	Symbol		U+2205	U+2205 NULL SET
1740	elementof	0x1002208	Element Of (U+2208)	Symbol		U+2208	U+2208 ELEMENT OF
1741	notelementof	0x1002209	Not An Element Of (U+2209)	Symbol		U+2209	U+2209 NOT AN ELEMENT OF
1742	containsas	0x100220B	Contains As Member (U+220b)	Symbol		U+220B	U+220B CONTAINS AS MEMBER
1743	squareroot	0x100221A	Square Root (U+221a)	Symbol		U+221A	U+221A SQUARE ROOT
1744	cuberoot	0x100221B	Cube Root (U+221b)	Symbol		U+221B	U+221B CUBE ROOT
1745	fourthroot	0x100221C	Fourth Root (U+221c)	Symbol		U+221C	U+221C FOURTH ROOT
1746	dintegral	0x100222C	Double Integral (U+222c)	Symbol		U+222C	U+222C DOUBLE INTEGRAL
1747	tintegral	0x100222D	Triple Integral (U+222d)	Symbol		U+222D	U+222D TRIPLE INTEGRAL
1748	because	0x1002235	Because (U+2235)	Symbol		U+2235	U+2235 BECAUSE
1749	approxeq	0x1002248	Almost Equal To (U+2245)	Symbol		U+2245	U+2245 ALMOST EQUAL TO
1750	notapproxeq	0x1002247	Not Almost Equal To (U+2247)	Symbol		U+2247	U+2247 NOT ALMOST EQUAL TO
1751	notidentical	0x1002262	Not Identical To (U+2262)	Symbol		U+2262	U+2262 NOT IDENTICAL TO
1752	stricteq	0x1002263	Strictly Equivalent To (U+2263)	Symbol		U+2263	U+2263 STRICTLY EQUIVALENT TO
1753	braille_dot_1	0xfff1	Braille Braille Dot 1	Braille			-
1754	braille_dot_2	0xfff2	Braille Braille Dot 2	Braille			-
1755	braille_dot_3	0xfff3	Braille Braille Dot 3	Braille			-
1756	braille_dot_4	0xfff4	Braille Braille Dot 4	Braille			-
1757	braille_dot_5	0xfff5	Braille Braille Dot 5	Braille			-
1758	braille_dot_6	0xfff6	Braille Braille Dot 6	Braille			-
1759	braille_dot_7	0xfff7	Braille Braille Dot 7	Braille			-
1760	braille_dot_8	0xfff8	Braille Braille Dot 8	Braille			-
1761	braille_dot_9	0xfff9	Braille Braille Dot 9	Braille			-
1762	braille_dot_10	0xfffa	Braille Braille Dot 10	Braille			-
1763	braille_blank	0x1002800	Braille Pattern Blank (U+2800)	Braille		U+2800	U+2800 BRAILLE PATTERN BLANK
1764	braille_dots_1	0x1002801	Braille Pattern Dots-1 (U+2801)	Braille		U+2801	U+2801 BRAILLE PATTERN DOTS-1
1765	braille_dots_2	0x1002802	Braille Pattern Dots-2 (U+2802)	Braille		U+2802	U+2802 BRAILLE PATTERN DOTS-2
1766	braille_dots_12	0x1002803	Braille Pattern Dots-12 (U+2803)	Braille		U+2803	U+2803 BRAILLE PATTERN DOTS-12
1767	braille_dots_3	0x1002804	Braille Pattern Dots-3 (U+2804)	Braille		U+2804	U+2804 BRAILLE PATTERN DOTS-3
1768	braille_dots_13	0x1002805	Braille Pattern Dots-13 (U+2805)	Braille		U+2805	U+2805 BRAILLE PATTERN DOTS-13
1769	braille_dots_23	0x1002806	Braille Pattern Dots-23 (U+2806)	Braille		U+2806	U+2806 BRAILLE PATTERN DOTS-23
1770	braille_dots_123	0x1002807	Braille Pattern Dots-123 (U+2807)	Braille		U+2807	U+2807 BRAILLE PATTERN DOTS-123
1771	braille_dots_4	0x1002808	Braille Pattern Dots-4 (U+2808)	Braille		U+2808	U+2808 BRAILLE PATTERN DOTS-4
1772	braille_dots_14	0x1002809	Braille Pattern Dots-14 (U+2809)	Braille		U+2809	U+2809 BRAILLE PATTERN DOTS-14
1773	braille_dots_24	0x100280a	Braille Pattern Dots-24 (U+280a)	Braille		U+280A	U+280a BRAILLE PATTERN DOTS-24
1774	braille_dots_124	0x100280b	Braille Pattern Dots-124 (U+280b)	Braille		U+280B	U+280b BRAILLE PATTERN DOTS-124
1775	braille_dots_34	0x100280c	Braille Pattern Dots-34 (U+280c)	Braille		U+280C	U+280c BRAILLE PATTERN DOTS-34
1776	braille_dots_134	0x100280d	Braille Pattern Dots-134 (U+280d)	Braille		U+280D	U+280d BRAILLE PATTERN DOTS-134
1777	braille_dots_234	0x100280e	Braille Pattern Dots-234 (U+280e)	Braille		U+280E	U+280e BRAILLE PATTERN DOTS-234
1778	braille_dots_1234	0x100280f	Braille Pattern Dots-1234 (U+280f)	Braille		U+280F	U+280f BRAILLE PATTERN DOTS-1234
1779	braille_dots_5	0x1002810	Braille Pattern Dots-5 (U+2810)	Braille		U+2810	U+2810 BRAILLE PATTERN DOTS-5
1780	braille_dots_15	0x1002811	Braille Pattern Dots-15 (U+2811)	Braille		U+2811	U+2811 BRAILLE PATTERN DOTS-15
1781	braille_dots_25	0x1002812	Braille Pattern Dots-25 (U+2812)	Braille		U+2812	U+2812 BRAILLE PATTERN DOTS-25
1782	braille_dots_125	0x1002813	Braille Pattern Dots-125 (U+2813)	Braille		U+2813	U+2813 BRAILLE PATTERN DOTS-125
1783	braille_dots_35	0x1002814	Braille Pattern Dots-35 (U+2814)	Braille		U+2814	U+2814 BRAILLE PATTERN DOTS-35
1784	braille_dots_135	0x1002815	Braille Pattern Dots-135 (U+2815)	Braille		U+2815	U+2815 BRAILLE PATTERN DOTS-135
1785	braille_dots_235	0x1002816	Braille Pattern Dots-235 (U+2816)	Braille		U+2816	U+2816 BRAILLE PATTERN DOTS-235
1786	braille_dots_1235	0x1002817	Braille Pattern Dots-1235 (U+2817)	Braille		U+2817	U+2817 BRAILLE PATTERN DOTS-1235
1787	braille_dots_45	0x1002818	Braille Pattern Dots-45 (U+2818)	Braille		U+2818	U+2818 BRAILLE PATTERN DOTS-45
1788	braille_dots_145	0x1002819	Braille Pattern Dots-145 (U+2819)	Braille		U+2819	U+2819 BRAILLE PATTERN DOTS-145
1789	braille_dots_245	0x100281a	Braille Pattern Dots-245 (U+281a)	Braille		U+281A	U+281a BRAILLE PATTERN DOTS-245
1790	braille_dots_1245	0x100281b	Braille Pattern Dots-1245 (U+281b)	Braille		U+281B	U+281b BRAILLE PATTERN DOTS-1245
1791	braille_dots_345	0x100281c	Braille Pattern Dots-345 (U+281c)	Braille		U+281C	U+281c BRAILLE PATTERN DOTS-345
1792	braille_dots_1345	0x100281d	Braille Pattern Dots-1345 (U+281d)	Braille		U+281D	U+281d BRAILLE PATTERN DOTS-1345
1793	braille_dots_2345	0x100281e	Braille Pattern Dots-2345 (U+281e)	Braille		U+281E	U+281e BRAILLE PATTERN DOTS-2345
1794	braille_dots_12345	0x100281f	Braille Pattern Dots-12345 (U+281f)	Braille		U+281F	U+281f BRAILLE PATTERN DOTS-12345
1795	braille_dots_6	0x1002820	Braille Pattern Dots-6 (U+2820)	Braille		U+2820	U+2820 BRAILLE PATTERN DOTS-6
1796	braille_dots_16	0x1002821	Braille Pattern Dots-16 (U+2821)	Braille		U+2821	U+2821 BRAILLE PATTERN DOTS-16
1797	braille_dots_26	0x1002822	Braille Pattern Dots-26 (U+2822)	Braille		U+2822	U+2822 BRAILLE PATTERN DOTS-26
1798	braille_dots_126	0x1002823	Braille Pattern Dots-126 (U+2823)	Braille		U+2823	U+2823 BRAILLE PATTERN DOTS-126
1799	braille_dots_36	0x1002824	Braille Pattern Dots-36 (U+2824)	Braille		U+2824	U+2824 BRAILLE PATTERN DOTS-36
1800	braille_dots_136	0x1002825	Braille Pattern Dots-136 (U+2825)	Braille		U+2825	U+2825 BRAILLE PATTERN DOTS-136
1801	braille_dots_236	0x1002826	Braille Pattern Dots-236 (U+2826)	Braille		U+2826	U+2826 BRAILLE PATTERN DOTS-236
1802	braille_dots_1236	0x1002827	Braille Pattern Dots-1236 (U+2827)	Braille		U+2827	U+2827 BRAILLE PATTERN DOTS-1236
1803	braille_dots_46	0x1002828	Braille Pattern Dots-46 (U+2828)	Braille		U+2828	U+2828 BRAILLE PATTERN DOTS-46
1804	braille_dots_146	0x1002829	Braille Pattern Dots-146 (U+2829)	Braille		U+2829	U+2829 BRAILLE PATTERN DOTS-146
1805	braille_dots_246	0x100282a	Braille Pattern Dots-246 (U+282a)	Braille		U+282A	U+282a BRAILLE PATTERN DOTS-246
1806	braille_dots_1246	0x100282b	Braille Pattern Dots-1246 (U+282b)	Braille		U+282B	U+282b BRAILLE PATTERN DOTS-1246
1807	braille_dots_346	0x100282c	Braille Pattern Dots-346 (U+282c)	Braille		U+282C	U+282c BRAILLE PATTERN DOTS-346
1808	braille_dots_1346	0x100282d	Braille Pattern Dots-1346 (U+282d)	Braille		U+282D	U+282d BRAILLE PATTERN DOTS-1346
1809	braille_dots_2346	0x100282e	Braille Pattern Dots-2346 (U+282e)	Braille		U+282E	U+282e BRAILLE PATTERN DOTS-2346
1810	braille_dots_12346	0x100282f	Braille Pattern Dots-12346 (U+282f)	Braille		U+282F	U+282f BRAILLE PATTERN DOTS-12346
1811	braille_dots_56	0x1002830	Braille Pattern Dots-56 (U+2830)	Braille		U+2830	U+2830 BRAILLE PATTERN DOTS-56
1812	braille_dots_156	0x1002831	Braille Pattern Dots-156 (U+2831)	Braille		U+2831	U+2831 BRAILLE PATTERN DOTS-156
1813	braille_dots_256	0x1002832	Braille Pattern Dots-256 (U+2832)	Braille		U+2832	U+2832 BRAILLE PATTERN DOTS-256
1814	braille_dots_1256	0x1002833	Braille Pattern Dots-1256 (U+2833)	Braille		U+2833	U+2833 BRAILLE PATTERN DOTS-1256
1815	braille_dots_356	0x1002834	Braille Pattern Dots-356 (U+2834)	Braille		U+2834	U+2834 BRAILLE PATTERN DOTS-356
1816	braille_dots_1356	0x1002835	Braille Pattern Dots-1356 (U+2835)	Braille		U+2835	U+2835 BRAILLE PATTERN DOTS-1356
1817	braille_dots_2356	0x1002836	Braille Pattern Dots-2356 (U+2836)	Braille		U+2836	U+2836 BRAILLE PATTERN DOTS-2356
1818	braille_dots_12356	0x1002837	Braille Pattern Dots-12356 (U+2837)	Braille		U+2837	U+2837 BRAILLE PATTERN DOTS-12356
1819	braille_dots_456	0x1002838	Braille Pattern Dots-456 (U+2838)	Braille		U+2838	U+2838 BRAILLE PATTERN DOTS-456
1820	braille_dots_1456	0x1002839	Braille Pattern Dots-1456 (U+2839)	Braille		U+2839	U+2839 BRAILLE PATTERN DOTS-1456
1821	braille_dots_2456	0x100283a	Braille Pattern Dots-2456 (U+283a)	Braille		U+283A	U+283a BRAILLE PATTERN DOTS-2456
1822	braille_dots_12456	0x100283b	Braille Pattern Dots-12456 (U+283b)	Braille		U+283B	U+283b BRAILLE PATTERN DOTS-12456
1823	braille_dots_3456	0x100283c	Braille Pattern Dots-3456 (U+283c)	Braille		U+283C	U+283c BRAILLE PATTERN DOTS-3456
1824	braille_dots_13456	0x100283d	Braille Pattern Dots-13456 (U+283d)	Braille		U+283D	U+283d BRAILLE PATTERN DOTS-13456
1825	braille_dots_23456	0x100283e	Braille Pattern Dots-23456 (U+283e)	Braille		U+283E	U+283e BRAILLE PATTERN DOTS-23456
1826	braille_dots_123456	0x100283f	Braille Pattern Dots-123456 (U+283f)	Braille		U+283F	U+283f BRAILLE PATTERN DOTS-123456
1827	braille_dots_7	0x1002840	Braille Pattern Dots-7 (U+2840)	Braille		U+2840	U+2840 BRAILLE PATTERN DOTS-7
1828	braille_dots_17	0x1002841	Braille Pattern Dots-17 (U+2841)	Braille		U+2841	U+2841 BRAILLE PATTERN DOTS-17
1829	braille_dots_27	0x1002842	Braille Pattern Dots-27 (U+2842)	Braille		U+2842	U+2842 BRAILLE PATTERN DOTS-27
1830	braille_dots_127	0x1002843	Braille Pattern Dots-127 (U+2843)	Braille		U+2843	U+2843 BRAILLE PATTERN DOTS-127
1831	braille_dots_37	0x1002844	Braille Pattern Dots-37 (U+2844)	Braille		U+2844	U+2844 BRAILLE PATTERN DOTS-37
1832	braille_dots_137	0x1002845	Braille Pattern Dots-137 (U+2845)	Braille		U+2845	U+2845 BRAILLE PATTERN DOTS-137
1833	braille_dots_237	0x1002846	Braille Pattern Dots-237 (U+2846)	Braille		U+2846	U+2846 BRAILLE PATTERN DOTS-237
1834	braille_dots_1237	0x1002847	Braille Pattern Dots-1237 (U+2847)	Braille		U+2847	U+2847 BRAILLE PATTERN DOTS-1237
1835	braille_dots_47	0x1002848	Braille Pattern Dots-47 (U+2848)	Braille		U+2848	U+2848 BRAILLE PATTERN DOTS-47
1836	braille_dots_147	0x1002849	Braille Pattern Dots-147 (U+2849)	Braille		U+2849	U+2849 BRAILLE PATTERN DOTS-147
1837	braille_dots_247	0x100284a	Braille Pattern Dots-247 (U+284a)	Braille		U+284A	U+284a BRAILLE PATTERN DOTS-247
1838	braille_dots_1247	0x100284b	Braille Pattern Dots-1247 (U+284b)	Braille		U+284B	U+284b BRAILLE PATTERN DOTS-1247
1839	braille_dots_347	0x100284c	Braille Pattern Dots-347 (U+284c)	Braille		U+284C	U+284c BRAILLE PATTERN DOTS-347
1840	braille_dots_1347	0x100284d	Braille Pattern Dots-1347 (U+284d)	Braille		U+284D	U+284d BRAILLE PATTERN DOTS-1347
1841	braille_dots_2347	0x100284e	Braille Pattern Dots-2347 (U+284e)	Braille		U+284E	U+284e BRAILLE PATTERN DOTS-2347
1842	braille_dots_12347	0x100284f	Braille Pattern Dots-12347 (U+284f)	Braille		U+284F	U+284f BRAILLE PATTERN DOTS-12347
1843	braille_dots_57	0x1002850	Braille Pattern Dots-57 (U+2850)	Braille		U+2850	U+2850 BRAILLE PATTERN DOTS-57
1844	braille_dots_157	0x1002851	Braille Pattern Dots-157 (U+2851)	Braille		U+2851	U+2851 BRAILLE PATTERN DOTS-157
1845	braille_dots_257	0x1002852	Braille Pattern Dots-257 (U+2852)	Braille		U+2852	U+2852 BRAILLE PATTERN DOTS-257
1846	braille_dots_1257	0x1002853	Braille Pattern Dots-1257 (U+2853)	Braille		U+2853	U+2853 BRAILLE PATTERN DOTS-1257
1847	braille_dots_357	0x1002854	Braille Pattern Dots-357 (U+2854)	Braille		U+2854	U+2854 BRAILLE PATTERN DOTS-357
1848	braille_dots_1357	0x1002855	Braille Pattern Dots-1357 (U+2855)	Braille		U+2855	U+2855 BRAILLE PATTERN DOTS-1357
1849	braille_dots_2357	0x1002856	Braille Pattern Dots-2357 (U+2856)	Braille		U+2856	U+2856 BRAILLE PATTERN DOTS-2357
1850	braille_dots_12357	0x1002857	Braille Pattern Dots-12357 (U+2857)	Braille		U+2857	U+2857 BRAILLE PATTERN DOTS-12357
1851	braille_dots_457	0x1002858	Braille Pattern Dots-457 (U+2858)	Braille		U+2858	U+2858 BRAILLE PATTERN DOTS-457
1852	braille_dots_1457	0x1002859	Braille Pattern Dots-1457 (U+2859)	Braille		U+2859	U+2859 BRAILLE PATTERN DOTS-1457
1853	braille_dots_2457	0x100285a	Braille Pattern Dots-2457 (U+285a)	Braille		U+285A	U+285a BRAILLE PATTERN DOTS-2457
1854	braille_dots_12457	0x100285b	Braille Pattern Dots-12457 (U+285b)	Braille		U+285B	U+285b BRAILLE PATTERN DOTS-12457
1855	braille_dots_3457	0x100285c	Braille Pattern Dots-3457 (U+285c)	Braille		U+285C	U+285c BRAILLE PATTERN DOTS-3457
1856	braille_dots_13457	0x100285d	Braille Pattern Dots-13457 (U+285d)	Braille		U+285D	U+285d BRAILLE PATTERN DOTS-13457
1857	braille_dots_23457	0x100285e	Braille Pattern Dots-23457 (U+285e)	Braille		U+285E	U+285e BRAILLE PATTERN DOTS-23457
1858	braille_dots_123457	0x100285f	Braille Pattern Dots-123457 (U+285f)	Braille		U+285F	U+285f BRAILLE PATTERN DOTS-123457
1859	braille_dots_67	0x1002860	Braille Pattern Dots-67 (U+2860)	Braille		U+2860	U+2860 BRAILLE PATTERN DOTS-67
1860	braille_dots_167	0x1002861	Braille Pattern Dots-167 (U+2861)	Braille		U+2861	U+2861 BRAILLE PATTERN DOTS-167
1861	braille_dots_267	0x1002862	Braille Pattern Dots-267 (U+2862)	Braille		U+2862	U+2862 BRAILLE PATTERN DOTS-267
1862	braille_dots_1267	0x1002863	Braille Pattern Dots-1267 (U+2863)	Braille		U+2863	U+2863 BRAILLE PATTERN DOTS-1267
1863	braille_dots_367	0x1002864	Braille Pattern Dots-367 (U+2864)	Braille		U+2864	U+2864 BRAILLE PATTERN DOTS-367
1864	braille_dots_1367	0x1002865	Braille Pattern Dots-1367 (U+2865)	Braille		U+2865	U+2865 BRAILLE PATTERN DOTS-1367
1865	braille_dots_2367	0x1002866	Braille Pattern Dots-2367 (U+2866)	Braille		U+2866	U+2866 BRAILLE PATTERN DOTS-2367
1866	braille_dots_12367	0x1002867	Braille Pattern Dots-12367 (U+2867)	Braille		U+2867	U+2867 BRAILLE PATTERN DOTS-12367
1867	braille_dots_467	0x1002868	Braille Pattern Dots-467 (U+2868)	Braille		U+2868	U+2868 BRAILLE PATTERN DOTS-467
1868	braille_dots_1467	0x1002869	Braille Pattern Dots-1467 (U+2869)	Braille		U+2869	U+2869 BRAILLE PATTERN DOTS-1467
1869	braille_dots_2467	0x100286a	Braille Pattern Dots-2467 (U+286a)	Braille		U+286A	U+286a BRAILLE PATTERN DOTS-2467
1870	braille_dots_12467	0x100286b	Braille Pattern Dots-12467 (U+286b)	Braille		U+286B	U+286b BRAILLE PATTERN DOTS-12467
1871	braille_dots_3467	0x100286c	Braille Pattern Dots-3467 (U+286c)	Braille		U+286C	U+286c BRAILLE PATTERN DOTS-3467
1872	braille_dots_13467	0x100286d	Braille Pattern Dots-13467 (U+286d)	Braille		U+286D	U+286d BRAILLE PATTERN DOTS-13467
1873	braille_dots_23467	0x100286e	Braille Pattern Dots-23467 (U+286e)	Braille		U+286E	U+286e BRAILLE PATTERN DOTS-23467
1874	braille_dots_123467	0x100286f	Braille Pattern Dots-123467 (U+286f)	Braille		U+286F	U+286f BRAILLE PATTERN DOTS-123467
1875	braille_dots_567	0x1002870	Braille Pattern Dots-567 (U+2870)	Braille		U+2870	U+2870 BRAILLE PATTERN DOTS-567
1876	braille_dots_1567	0x1002871	Braille Pattern Dots-1567 (U+2871)	Braille		U+2871	U+2871 BRAILLE PATTERN DOTS-1567
1877	braille_dots_2567	0x1002872	Braille Pattern Dots-2567 (U+2872)	Braille		U+2872	U+2872 BRAILLE PATTERN DOTS-2567
1878	braille_dots_12567	0x1002873	Braille Pattern Dots-12567 (U+2873)	Braille		U+2873	U+2873 BRAILLE PATTERN DOTS-12567
1879	braille_dots_3567	0x1002874	Braille Pattern Dots-3567 (U+2874)	Braille		U+2874	U+2874 BRAILLE PATTERN DOTS-3567
1880	braille_dots_13567	0x1002875	Braille Pattern Dots-13567 (U+2875)	Braille		U+2875	U+2875 BRAILLE PATTERN DOTS-13567
1881	braille_dots_23567	0x1002876	Braille Pattern Dots-23567 (U+2876)	Braille		U+2876	U+2876 BRAILLE PATTERN DOTS-23567
1882	braille_dots_123567	0x1002877	Braille Pattern Dots-123567 (U+2877)	Braille		U+2877	U+2877 BRAILLE PATTERN DOTS-123567
1883	braille_dots_4567	0x1002878	Braille Pattern Dots-4567 (U+2878)	Braille		U+2878	U+2878 BRAILLE PATTERN DOTS-4567
1884	braille_dots_14567	0x1002879	Braille Pattern Dots-14567 (U+2879)	Braille		U+2879	U+2879 BRAILLE PATTERN DOTS-14567
1885	braille_dots_24567	0x100287a	Braille Pattern Dots-24567 (U+287a)	Braille		U+287A	U+287a BRAILLE PATTERN DOTS-24567
1886	braille_dots_124567	0x100287b	Braille Pattern Dots-124567 (U+287b)	Braille		U+287B	U+287b BRAILLE PATTERN DOTS-124567
1887	braille_dots_34567	0x100287c	Braille Pattern Dots-34567 (U+287c)	Braille		U+287C	U+287c BRAILLE PATTERN DOTS-34567
1888	braille_dots_134567	0x100287d	Braille Pattern Dots-134567 (U+287d)	Braille		U+287D	U+287d BRAILLE PATTERN DOTS-134567
1889	braille_dots_234567	0x100287e	Braille Pattern Dots-234567 (U+287e)	Braille		U+287E	U+287e BRAILLE PATTERN DOTS-234567
1890	braille_dots_1234567	0x100287f	Braille Pattern Dots-1234567 (U+287f)	Braille		U+287F	U+287f BRAILLE PATTERN DOTS-1234567
1891	braille_dots_8	0x1002880	Braille Pattern Dots-8 (U+2880)	Braille		U+2880	U+2880 BRAILLE PATTERN DOTS-8
1892	braille_dots_18	0x1002881	Braille Pattern Dots-18 (U+2881)	Braille		U+2881	U+2881 BRAILLE PATTERN DOTS-18
1893	braille_dots_28	0x1002882	Braille Pattern Dots-28 (U+2882)	Braille		U+2882	U+2882 BRAILLE PATTERN DOTS-28
1894	braille_dots_128	0x1002883	Braille Pattern Dots-128 (U+2883)	Braille		U+2883	U+2883 BRAILLE PATTERN DOTS-128
