OO	xdotool Keyname	keycode	New Desc	Type	Subtype	Unicode	XDO Description (orig)
1148	onethird	0x0ab0	Vulgar Fraction One Third (U+2153)	Publishing		U+2153	U+2153 VULGAR FRACTION ONE THIRD
1149	twothirds	0x0ab1	Vulgar Fraction Two Thirds (U+2154)	Publishing		U+2154	U+2154 VULGAR FRACTION TWO THIRDS
1150	onefifth	0x0ab2	Vulgar Fraction One Fifth (U+2155)	Publishing		U+2155	U+2155 VULGAR FRACTION ONE FIFTH
1151	twofifths	0x0ab3	Vulgar Fraction Two Fifths (U+2156)	Publishing		U+2156	U+2156 VULGAR FRACTION TWO FIFTHS
1152	threefifths	0x0ab4	Vulgar Fraction Three Fifths (U+2157)	Publishing		U+2157	U+2157 VULGAR FRACTION THREE FIFTHS
1153	fourfifths	0x0ab5	Vulgar Fraction Four Fifths (U+2158)	Publishing		U+2158	U+2158 VULGAR FRACTION FOUR FIFTHS
1154	onesixth	0x0ab6	Vulgar Fraction One Sixth (U+2159)	Publishing		U+2159	U+2159 VULGAR FRACTION ONE SIXTH
1155	fivesixths	0x0ab7	Vulgar Fraction Five Sixths (U+215A)	Publishing		U+215A	U+215A VULGAR FRACTION FIVE SIXTHS
1156	careof	0x0ab8	Care Of (U+2105)	Publishing		U+2105	U+2105 CARE OF
1157	figdash	0x0abb	Figure Dash (U+2012)	Publishing		U+2012	U+2012 FIGURE DASH
1158	leftanglebracket	0x0abc	Mathematical Left Angle Bracket (U+27E8)	Publishing		U+27E8	-
1159	decimalpoint	0x0abd	Full Stop (U+002E)	Publishing		U+002E	-
1160	rightanglebracket	0x0abe	Mathematical Right Angle Bracket (U+27E9)	Publishing		U+27E9	-
1161	marker	0x0abf	Publishing marker	Publishing			-
1162	oneeighth	0x0ac3	Vulgar Fraction One Eighth (U+215B)	Publishing		U+215B	U+215B VULGAR FRACTION ONE EIGHTH
1163	threeeighths	0x0ac4	Vulgar Fraction Three Eighths (U+215C)	Publishing		U+215C	U+215C VULGAR FRACTION THREE EIGHTHS
1164	fiveeighths	0x0ac5	Vulgar Fraction Five Eighths (U+215D)	Publishing		U+215D	U+215D VULGAR FRACTION FIVE EIGHTHS
1165	seveneighths	0x0ac6	Vulgar Fraction Seven Eighths (U+215E)	Publishing		U+215E	U+215E VULGAR FRACTION SEVEN EIGHTHS
1166	trademark	0x0ac9	Trade Mark Sign (U+2122)	Publishing		U+2122	U+2122 TRADE MARK SIGN
1167	signaturemark	0x0aca	Saltire (U+2613)	Publishing		U+2613	-
1168	trademarkincircle	0x0acb	Publishing trademark in circle	Publishing			-
1169	leftopentriangle	0x0acc	White Left-pointing Triangle (U+25C1)	Publishing		U+25C1	-
1170	rightopentriangle	0x0acd	White Right-pointing Triangle (U+25B7)	Publishing		U+25B7	-
1171	emopencircle	0x0ace	White Circle (U+25CB)	Publishing		U+25CB	-
1172	emopenrectangle	0x0acf	White Vertical Rectangle (U+25AF)	Publishing		U+25AF	-
1173	leftsinglequotemark	0x0ad0	Left Single Quotation Mark (U+2018)	Publishing		U+2018	U+2018 LEFT SINGLE QUOTATION MARK
1174	rightsinglequotemark	0x0ad1	Right Single Quotation Mark (U+2019)	Publishing		U+2019	U+2019 RIGHT SINGLE QUOTATION MARK
1175	leftdoublequotemark	0x0ad2	Left Double Quotation Mark (U+201C)	Publishing		U+201C	U+201C LEFT DOUBLE QUOTATION MARK
1176	rightdoublequotemark	0x0ad3	Right Double Quotation Mark (U+201D)	Publishing		U+201D	U+201D RIGHT DOUBLE QUOTATION MARK
1177	prescription	0x0ad4	Prescription Take (U+211E)	Publishing		U+211E	U+211E PRESCRIPTION TAKE
1178	permille	0x0ad5	Per Mille Sign (U+2030)	Publishing		U+2030	U+2030 PER MILLE SIGN
1179	minutes	0x0ad6	Prime (U+2032)	Publishing		U+2032	U+2032 PRIME
1180	seconds	0x0ad7	Double Prime (U+2033)	Publishing		U+2033	U+2033 DOUBLE PRIME
1181	latincross	0x0ad9	Latin Cross (U+271D)	Publishing		U+271D	U+271D LATIN CROSS
1182	hexagram	0x0ada	Publishing hexagram	Publishing			-
1183	filledrectbullet	0x0adb	Black Rectangle (U+25AC)	Publishing		U+25AC	-
1184	filledlefttribullet	0x0adc	Black Left-pointing Triangle (U+25C0)	Publishing		U+25C0	-
1185	filledrighttribullet	0x0add	Black Right-pointing Triangle (U+25B6)	Publishing		U+25B6	-
1186	emfilledcircle	0x0ade	Black Circle (U+25CF)	Publishing		U+25CF	-
1187	emfilledrect	0x0adf	Black Vertical Rectangle (U+25AE)	Publishing		U+25AE	-
1188	enopencircbullet	0x0ae0	White Bullet (U+25E6)	Publishing		U+25E6	-
1189	enopensquarebullet	0x0ae1	White Small Square (U+25AB)	Publishing		U+25AB	-
1190	openrectbullet	0x0ae2	White Rectangle (U+25AD)	Publishing		U+25AD	-
1191	opentribulletup	0x0ae3	White Up-pointing Triangle (U+25B3)	Publishing		U+25B3	-
1192	opentribulletdown	0x0ae4	White Down-pointing Triangle (U+25BD)	Publishing		U+25BD	-
1193	openstar	0x0ae5	White Star (U+2606)	Publishing		U+2606	-
1194	enfilledcircbullet	0x0ae6	Bullet (U+2022)	Publishing		U+2022	-
1195	enfilledsqbullet	0x0ae7	Black Small Square (U+25AA)	Publishing		U+25AA	-
1196	filledtribulletup	0x0ae8	Black Up-pointing Triangle (U+25B2)	Publishing		U+25B2	-
1197	filledtribulletdown	0x0ae9	Black Down-pointing Triangle (U+25BC)	Publishing		U+25BC	-
1198	leftpointer	0x0aea	White Left Pointing Index (U+261C)	Publishing		U+261C	-
1199	rightpointer	0x0aeb	White Right Pointing Index (U+261E)	Publishing		U+261E	-
1200	club	0x0aec	Black Club Suit (U+2663)	Publishing		U+2663	U+2663 BLACK CLUB SUIT
1201	diamond	0x0aed	Black Diamond Suit (U+2666)	Publishing		U+2666	U+2666 BLACK DIAMOND SUIT
1202	heart	0x0aee	Black Heart Suit (U+2665)	Publishing		U+2665	U+2665 BLACK HEART SUIT
1203	maltesecross	0x0af0	Maltese Cross (U+2720)	Publishing		U+2720	U+2720 MALTESE CROSS
1204	dagger	0x0af1	Dagger (U+2020)	Publishing		U+2020	U+2020 DAGGER
1205	doubledagger	0x0af2	Double Dagger (U+2021)	Publishing		U+2021	U+2021 DOUBLE DAGGER
1206	checkmark	0x0af3	Check Mark (U+2713)	Publishing		U+2713	U+2713 CHECK MARK
1207	ballotcross	0x0af4	Ballot X (U+2717)	Publishing		U+2717	U+2717 BALLOT X
1208	musicalsharp	0x0af5	Music Sharp Sign (U+266F)	Publishing		U+266F	U+266F MUSIC SHARP SIGN
1209	musicalflat	0x0af6	Music Flat Sign (U+266D)	Publishing		U+266D	U+266D MUSIC FLAT SIGN
1210	malesymbol	0x0af7	Male Sign (U+2642)	Publishing		U+2642	U+2642 MALE SIGN
1211	femalesymbol	0x0af8	Female Sign (U+2640)	Publishing		U+2640	U+2640 FEMALE SIGN
1212	telephone	0x0af9	Black Telephone (U+260E)	Publishing		U+260E	U+260E BLACK TELEPHONE
1213	telephonerecorder	0x0afa	Telephone Recorder (U+2315)	Publishing		U+2315	U+2315 TELEPHONE RECORDER
1214	phonographcopyright	0x0afb	Sound Recording Copyright (U+2117)	Publishing		U+2117	U+2117 SOUND RECORDING COPYRIGHT
1215	caret	0x0afc	Caret (U+2038)	Publishing		U+2038	U+2038 CARET
1216	singlelowquotemark	0x0afd	Single Low-9 Quotation Mark (U+201A)	Publishing		U+201A	U+201A SINGLE LOW-9 QUOTATION MARK
1217	doublelowquotemark	0x0afe	Double Low-9 Quotation Mark (U+201E)	Publishing		U+201E	U+201E DOUBLE LOW-9 QUOTATION MARK
1218	cursor	0x0aff	Publishing cursor	Publishing			-
1219	leftcaret	0x0ba3	Less-than Sign (U+003C)	Symbol	APL	U+003C	-
1220	rightcaret	0x0ba6	Greater-than Sign (U+003E)	Symbol	APL	U+003E	-
1221	downcaret	0x0ba8	Logical OR (U+2228)	Symbol	APL	U+2228	-
1222	upcaret	0x0ba9	Logical AND (U+2227)	Symbol	APL	U+2227	-
1223	overbar	0x0bc0	Macron (U+00AF)	Symbol	APL	U+00AF	-
1224	downtack	0x0bc2	Up Tack (U+22A5)	Symbol	APL	U+22A5	U+22A4 DOWN TACK
1225	upshoe	0x0bc3	Intersection (U+2229)	Symbol	APL	U+2229	-
1226	downstile	0x0bc4	Left Floor (U+230A)	Symbol	APL	U+230A	U+230A LEFT FLOOR
1227	underbar	0x0bc6	Low Line (U+005F)	Symbol	APL	U+005F	-
1228	jot	0x0bca	Ring Operator (U+2218)	Symbol	APL	U+2218	U+2218 RING OPERATOR
1229	quad	0x0bcc	APL Functional Symbol QUAD (U+2395)	Symbol	APL	U+2395	U+2395 APL FUNCTIONAL SYMBOL QUAD
1230	uptack	0x0bce	Down Tack (U+22A4)	Symbol	APL	U+22A4	U+22A5 UP TACK
1231	circle	0x0bcf	White Circle (U+25CB)	Symbol	APL	U+25CB	U+25CB WHITE CIRCLE
1232	upstile	0x0bd3	Left Ceiling (U+2308)	Symbol	APL	U+2308	U+2308 LEFT CEILING
1233	downshoe	0x0bd6	Union (U+222A)	Symbol	APL	U+222A	-
1234	rightshoe	0x0bd8	Superset Of (U+2283)	Symbol	APL	U+2283	-
1235	leftshoe	0x0bda	Subset Of (U+2282)	Symbol	APL	U+2282	-
1236	lefttack	0x0bdc	Right Tack (U+22A2)	Symbol	APL	U+22A2	U+22A3 LEFT TACK
1237	righttack	0x0bfc	Left Tack (U+22A3)	Symbol	APL	U+22A3	U+22A2 RIGHT TACK
1238	hebrew_doublelowline	0x0cdf	Double Low Line (U+2017)	Hebrew		U+2017	U+2017 DOUBLE LOW LINE
1239	hebrew_aleph	0x0ce0	Hebrew Letter Alef (U+05d0)	Hebrew		U+05D0	U+05D0 HEBREW LETTER ALEF
1240	hebrew_bet	0x0ce1	Hebrew Letter Bet (U+05d1)	Hebrew		U+05D1	U+05D1 HEBREW LETTER BET
1241	hebrew_beth	0x0ce1	deprecated	Hebrew		U+05D1	deprecated
1242	hebrew_gimel	0x0ce2	Hebrew Letter Gimel (U+05d2)	Hebrew		U+05D2	U+05D2 HEBREW LETTER GIMEL
1243	hebrew_gimmel	0x0ce2	deprecated	Hebrew		U+05D2	deprecated
1244	hebrew_dalet	0x0ce3	Hebrew Letter Dalet (U+05d3)	Hebrew		U+05D3	U+05D3 HEBREW LETTER DALET
1245	hebrew_daleth	0x0ce3	deprecated	Hebrew		U+05D3	deprecated
1246	hebrew_he	0x0ce4	Hebrew Letter He (U+05d4)	Hebrew		U+05D4	U+05D4 HEBREW LETTER HE
1247	hebrew_waw	0x0ce5	Hebrew Letter Vav (U+05d5)	Hebrew		U+05D5	U+05D5 HEBREW LETTER VAV
1248	hebrew_zain	0x0ce6	Hebrew Letter Zayin (U+05d6)	Hebrew		U+05D6	U+05D6 HEBREW LETTER ZAYIN
1249	hebrew_zayin	0x0ce6	deprecated	Hebrew		U+05D6	deprecated
1250	hebrew_chet	0x0ce7	Hebrew Letter Het (U+05d7)	Hebrew		U+05D7	U+05D7 HEBREW LETTER HET
1251	hebrew_het	0x0ce7	deprecated	Hebrew		U+05D7	deprecated
1252	hebrew_tet	0x0ce8	Hebrew Letter Tet (U+05d8)	Hebrew		U+05D8	U+05D8 HEBREW LETTER TET
1253	hebrew_teth	0x0ce8	deprecated	Hebrew		U+05D8	deprecated
1254	hebrew_yod	0x0ce9	Hebrew Letter Yod (U+05d9)	Hebrew		U+05D9	U+05D9 HEBREW LETTER YOD
1255	hebrew_finalkaph	0x0cea	Hebrew Letter Final Kaf (U+05da)	Hebrew		U+05DA	U+05DA HEBREW LETTER FINAL KAF
1256	hebrew_kaph	0x0ceb	Hebrew Letter Kaf (U+05db)	Hebrew		U+05DB	U+05DB HEBREW LETTER KAF
1257	hebrew_lamed	0x0cec	Hebrew Letter Lamed (U+05dc)	Hebrew		U+05DC	U+05DC HEBREW LETTER LAMED
1258	hebrew_finalmem	0x0ced	Hebrew Letter Final Mem (U+05dd)	Hebrew		U+05DD	U+05DD HEBREW LETTER FINAL MEM
1259	hebrew_mem	0x0cee	Hebrew Letter Mem (U+05de)	Hebrew		U+05DE	U+05DE HEBREW LETTER MEM
1260	hebrew_finalnun	0x0cef	Hebrew Letter Final Nun (U+05df)	Hebrew		U+05DF	U+05DF HEBREW LETTER FINAL NUN
1261	hebrew_nun	0x0cf0	Hebrew Letter Nun (U+05e0)	Hebrew		U+05E0	U+05E0 HEBREW LETTER NUN
1262	hebrew_samech	0x0cf1	Hebrew Letter Samekh (U+05e1)	Hebrew		U+05E1	U+05E1 HEBREW LETTER SAMEKH
1263	hebrew_samekh	0x0cf1	deprecated	Hebrew		U+05E1	deprecated
1264	hebrew_ayin	0x0cf2	Hebrew Letter Ayin (U+05e2)	Hebrew		U+05E2	U+05E2 HEBREW LETTER AYIN
1265	hebrew_finalpe	0x0cf3	Hebrew Letter Final Pe (U+05e3)	Hebrew		U+05E3	U+05E3 HEBREW LETTER FINAL PE
1266	hebrew_pe	0x0cf4	Hebrew Letter Pe (U+05e4)	Hebrew		U+05E4	U+05E4 HEBREW LETTER PE
1267	hebrew_finalzade	0x0cf5	Hebrew Letter Final Tsadi (U+05e5)	Hebrew		U+05E5	U+05E5 HEBREW LETTER FINAL TSADI
1268	hebrew_finalzadi	0x0cf5	deprecated	Hebrew		U+05E5	deprecated
1269	hebrew_zade	0x0cf6	Hebrew Letter Tsadi (U+05e6)	Hebrew		U+05E6	U+05E6 HEBREW LETTER TSADI
1270	hebrew_zadi	0x0cf6	deprecated	Hebrew		U+05E6	deprecated
1271	hebrew_qoph	0x0cf7	Hebrew Letter Qof (U+05e7)	Hebrew		U+05E7	U+05E7 HEBREW LETTER QOF
1272	hebrew_kuf	0x0cf7	deprecated	Hebrew		U+05E7	deprecated
1273	hebrew_resh	0x0cf8	Hebrew Letter Resh (U+05e8)	Hebrew		U+05E8	U+05E8 HEBREW LETTER RESH
1274	hebrew_shin	0x0cf9	Hebrew Letter Shin (U+05e9)	Hebrew		U+05E9	U+05E9 HEBREW LETTER SHIN
1275	hebrew_taw	0x0cfa	Hebrew Letter Tav (U+05ea)	Hebrew		U+05EA	U+05EA HEBREW LETTER TAV
1276	hebrew_taf	0x0cfa	deprecated	Hebrew		U+05EA	deprecated
1277	Hebrew_switch	0xff7e	Alias for mode switch	Korean			Alias for mode_switch
1278	Thai_kokai	0x0da1	Thai Character Ko Kai (U+0e01)	Thai		U+0E01	U+0E01 THAI CHARACTER KO KAI
1279	Thai_khokhai	0x0da2	Thai Character Kho Khai (U+0e02)	Thai		U+0E02	U+0E02 THAI CHARACTER KHO KHAI
1280	Thai_khokhuat	0x0da3	Thai Character Kho Khuat (U+0e03)	Thai		U+0E03	U+0E03 THAI CHARACTER KHO KHUAT
1281	Thai_khokhwai	0x0da4	Thai Character Kho Khwai (U+0e04)	Thai		U+0E04	U+0E04 THAI CHARACTER KHO KHWAI
1282	Thai_khokhon	0x0da5	Thai Character Kho Khon (U+0e05)	Thai		U+0E05	U+0E05 THAI CHARACTER KHO KHON
1283	Thai_khorakhang	0x0da6	Thai Character Kho Rakhang (U+0e06)	Thai		U+0E06	U+0E06 THAI CHARACTER KHO RAKHANG
1284	Thai_ngongu	0x0da7	Thai Character Ngo Ngu (U+0e07)	Thai		U+0E07	U+0E07 THAI CHARACTER NGO NGU
1285	Thai_chochan	0x0da8	Thai Character Cho Chan (U+0e08)	Thai		U+0E08	U+0E08 THAI CHARACTER CHO CHAN
1286	Thai_choching	0x0da9	Thai Character Cho Ching (U+0e09)	Thai		U+0E09	U+0E09 THAI CHARACTER CHO CHING
1287	Thai_chochang	0x0daa	Thai Character Cho Chang (U+0e0a)	Thai		U+0E0A	U+0E0A THAI CHARACTER CHO CHANG
1288	Thai_soso	0x0dab	Thai Character So So (U+0e0b)	Thai		U+0E0B	U+0E0B THAI CHARACTER SO SO
1289	Thai_chochoe	0x0dac	Thai Character Cho Choe (U+0e0c)	Thai		U+0E0C	U+0E0C THAI CHARACTER CHO CHOE
1290	Thai_yoying	0x0dad	Thai Character Yo Ying (U+0e0d)	Thai		U+0E0D	U+0E0D THAI CHARACTER YO YING
1291	Thai_dochada	0x0dae	Thai Character Do Chada (U+0e0e)	Thai		U+0E0E	U+0E0E THAI CHARACTER DO CHADA
1292	Thai_topatak	0x0daf	Thai Character To Patak (U+0e0f)	Thai		U+0E0F	U+0E0F THAI CHARACTER TO PATAK
1293	Thai_thothan	0x0db0	Thai Character Tho Than (U+0e10)	Thai		U+0E10	U+0E10 THAI CHARACTER THO THAN
1294	Thai_thonangmontho	0x0db1	Thai Character Tho Nangmontho (U+0e11)	Thai		U+0E11	U+0E11 THAI CHARACTER THO NANGMONTHO
1295	Thai_thophuthao	0x0db2	Thai Character Tho Phuthao (U+0e12)	Thai		U+0E12	U+0E12 THAI CHARACTER THO PHUTHAO
1296	Thai_nonen	0x0db3	Thai Character No Nen (U+0e13)	Thai		U+0E13	U+0E13 THAI CHARACTER NO NEN
1297	Thai_dodek	0x0db4	Thai Character Do Dek (U+0e14)	Thai		U+0E14	U+0E14 THAI CHARACTER DO DEK
1298	Thai_totao	0x0db5	Thai Character To Tao (U+0e15)	Thai		U+0E15	U+0E15 THAI CHARACTER TO TAO
1299	Thai_thothung	0x0db6	Thai Character Tho Thung (U+0e16)	Thai		U+0E16	U+0E16 THAI CHARACTER THO THUNG
1300	Thai_thothahan	0x0db7	Thai Character Tho Thahan (U+0e17)	Thai		U+0E17	U+0E17 THAI CHARACTER THO THAHAN
1301	Thai_thothong	0x0db8	Thai Character Tho Thong (U+0e18)	Thai		U+0E18	U+0E18 THAI CHARACTER THO THONG
1302	Thai_nonu	0x0db9	Thai Character No Nu (U+0e19)	Thai		U+0E19	U+0E19 THAI CHARACTER NO NU
1303	Thai_bobaimai	0x0dba	Thai Character Bo Baimai (U+0e1a)	Thai		U+0E1A	U+0E1A THAI CHARACTER BO BAIMAI
1304	Thai_popla	0x0dbb	Thai Character Po Pla (U+0e1b)	Thai		U+0E1B	U+0E1B THAI CHARACTER PO PLA
1305	Thai_phophung	0x0dbc	Thai Character Pho Phung (U+0e1c)	Thai		U+0E1C	U+0E1C THAI CHARACTER PHO PHUNG
1306	Thai_fofa	0x0dbd	Thai Character Fo Fa (U+0e1d)	Thai		U+0E1D	U+0E1D THAI CHARACTER FO FA
1307	Thai_phophan	0x0dbe	Thai Character Pho Phan (U+0e1e)	Thai		U+0E1E	U+0E1E THAI CHARACTER PHO PHAN
1308	Thai_fofan	0x0dbf	Thai Character Fo Fan (U+0e1f)	Thai		U+0E1F	U+0E1F THAI CHARACTER FO FAN
1309	Thai_phosamphao	0x0dc0	Thai Character Pho Samphao (U+0e20)	Thai		U+0E20	U+0E20 THAI CHARACTER PHO SAMPHAO
1310	Thai_moma	0x0dc1	Thai Character Mo Ma (U+0e21)	Thai		U+0E21	U+0E21 THAI CHARACTER MO MA
1311	Thai_yoyak	0x0dc2	Thai Character Yo Yak (U+0e22)	Thai		U+0E22	U+0E22 THAI CHARACTER YO YAK
1312	Thai_rorua	0x0dc3	Thai Character Ro Rua (U+0e23)	Thai		U+0E23	U+0E23 THAI CHARACTER RO RUA
1313	Thai_ru	0x0dc4	Thai Character Ru (U+0e24)	Thai		U+0E24	U+0E24 THAI CHARACTER RU
1314	Thai_loling	0x0dc5	Thai Character Lo Ling (U+0e25)	Thai		U+0E25	U+0E25 THAI CHARACTER LO LING
1315	Thai_lu	0x0dc6	Thai Character Lu (U+0e26)	Thai		U+0E26	U+0E26 THAI CHARACTER LU
1316	Thai_wowaen	0x0dc7	Thai Character Wo Waen (U+0e27)	Thai		U+0E27	U+0E27 THAI CHARACTER WO WAEN
1317	Thai_sosala	0x0dc8	Thai Character So Sala (U+0e28)	Thai		U+0E28	U+0E28 THAI CHARACTER SO SALA
1318	Thai_sorusi	0x0dc9	Thai Character So Rusi (U+0e29)	Thai		U+0E29	U+0E29 THAI CHARACTER SO RUSI
1319	Thai_sosua	0x0dca	Thai Character So Sua (U+0e2a)	Thai		U+0E2A	U+0E2A THAI CHARACTER SO SUA
1320	Thai_hohip	0x0dcb	Thai Character Ho Hip (U+0e2b)	Thai		U+0E2B	U+0E2B THAI CHARACTER HO HIP
1321	Thai_lochula	0x0dcc	Thai Character Lo Chula (U+0e2c)	Thai		U+0E2C	U+0E2C THAI CHARACTER LO CHULA
1322	Thai_oang	0x0dcd	Thai Character O Ang (U+0e2d)	Thai		U+0E2D	U+0E2D THAI CHARACTER O ANG
1323	Thai_honokhuk	0x0dce	Thai Character Ho Nokhuk (U+0e2e)	Thai		U+0E2E	U+0E2E THAI CHARACTER HO NOKHUK
1324	Thai_paiyannoi	0x0dcf	Thai Character Paiyannoi (U+0e2f)	Thai		U+0E2F	U+0E2F THAI CHARACTER PAIYANNOI
1325	Thai_saraa	0x0dd0	Thai Character Sara A (U+0e30)	Thai		U+0E30	U+0E30 THAI CHARACTER SARA A
1326	Thai_maihanakat	0x0dd1	Thai Character Mai Han-Akat (U+0e31)	Thai		U+0E31	U+0E31 THAI CHARACTER MAI HAN-AKAT
1327	Thai_saraaa	0x0dd2	Thai Character Sara Aa (U+0e32)	Thai		U+0E32	U+0E32 THAI CHARACTER SARA AA
1328	Thai_saraam	0x0dd3	Thai Character Sara Am (U+0e33)	Thai		U+0E33	U+0E33 THAI CHARACTER SARA AM
1329	Thai_sarai	0x0dd4	Thai Character Sara I (U+0e34)	Thai		U+0E34	U+0E34 THAI CHARACTER SARA I
1330	Thai_saraii	0x0dd5	Thai Character Sara Ii (U+0e35)	Thai		U+0E35	U+0E35 THAI CHARACTER SARA II
1331	Thai_saraue	0x0dd6	Thai Character Sara Ue (U+0e36)	Thai		U+0E36	U+0E36 THAI CHARACTER SARA UE
1332	Thai_sarauee	0x0dd7	Thai Character Sara Uee (U+0e37)	Thai		U+0E37	U+0E37 THAI CHARACTER SARA UEE
1333	Thai_sarau	0x0dd8	Thai Character Sara U (U+0e38)	Thai		U+0E38	U+0E38 THAI CHARACTER SARA U
1334	Thai_sarauu	0x0dd9	Thai Character Sara Uu (U+0e39)	Thai		U+0E39	U+0E39 THAI CHARACTER SARA UU
1335	Thai_phinthu	0x0dda	Thai Character Phinthu (U+0e3a)	Thai		U+0E3A	U+0E3A THAI CHARACTER PHINTHU
1336	Thai_maihanakat_maitho	0x0dde	Thai Thai maihanakat maitho	Thai			-
1337	Thai_baht	0x0ddf	Thai Currency Symbol Baht (U+0e3f)	Thai		U+0E3F	U+0E3F THAI CURRENCY SYMBOL BAHT
1338	Thai_sarae	0x0de0	Thai Character Sara E (U+0e40)	Thai		U+0E40	U+0E40 THAI CHARACTER SARA E
1339	Thai_saraae	0x0de1	Thai Character Sara Ae (U+0e41)	Thai		U+0E41	U+0E41 THAI CHARACTER SARA AE
1340	Thai_sarao	0x0de2	Thai Character Sara O (U+0e42)	Thai		U+0E42	U+0E42 THAI CHARACTER SARA O
1341	Thai_saraaimaimuan	0x0de3	Thai Character Sara Ai Maimuan (U+0e43)	Thai		U+0E43	U+0E43 THAI CHARACTER SARA AI MAIMUAN
1342	Thai_saraaimaimalai	0x0de4	Thai Character Sara Ai Maimalai (U+0e44)	Thai		U+0E44	U+0E44 THAI CHARACTER SARA AI MAIMALAI
1343	Thai_lakkhangyao	0x0de5	Thai Character Lakkhangyao (U+0e45)	Thai		U+0E45	U+0E45 THAI CHARACTER LAKKHANGYAO
1344	Thai_maiyamok	0x0de6	Thai Character Maiyamok (U+0e46)	Thai		U+0E46	U+0E46 THAI CHARACTER MAIYAMOK
1345	Thai_maitaikhu	0x0de7	Thai Character Maitaikhu (U+0e47)	Thai		U+0E47	U+0E47 THAI CHARACTER MAITAIKHU
1346	Thai_maiek	0x0de8	Thai Character Mai Ek (U+0e48)	Thai		U+0E48	U+0E48 THAI CHARACTER MAI EK
1347	Thai_maitho	0x0de9	Thai Character Mai Tho (U+0e49)	Thai		U+0E49	U+0E49 THAI CHARACTER MAI THO
1348	Thai_maitri	0x0dea	Thai Character Mai Tri (U+0e4a)	Thai		U+0E4A	U+0E4A THAI CHARACTER MAI TRI
1349	Thai_maichattawa	0x0deb	Thai Character Mai Chattawa (U+0e4b)	Thai		U+0E4B	U+0E4B THAI CHARACTER MAI CHATTAWA
1350	Thai_thanthakhat	0x0dec	Thai Character Thanthakhat (U+0e4c)	Thai		U+0E4C	U+0E4C THAI CHARACTER THANTHAKHAT
1351	Thai_nikhahit	0x0ded	Thai Character Nikhahit (U+0e4d)	Thai		U+0E4D	U+0E4D THAI CHARACTER NIKHAHIT
1352	Thai_leksun	0x0df0	Thai Digit Zero (U+0e50)	Thai		U+0E50	U+0E50 THAI DIGIT ZERO
1353	Thai_leknung	0x0df1	Thai Digit One (U+0e51)	Thai		U+0E51	U+0E51 THAI DIGIT ONE
1354	Thai_leksong	0x0df2	Thai Digit Two (U+0e52)	Thai		U+0E52	U+0E52 THAI DIGIT TWO
1355	Thai_leksam	0x0df3	Thai Digit Three (U+0e53)	Thai		U+0E53	U+0E53 THAI DIGIT THREE
1356	Thai_leksi	0x0df4	Thai Digit Four (U+0e54)	Thai		U+0E54	U+0E54 THAI DIGIT FOUR
1357	Thai_lekha	0x0df5	Thai Digit Five (U+0e55)	Thai		U+0E55	U+0E55 THAI DIGIT FIVE
1358	Thai_lekhok	0x0df6	Thai Digit Six (U+0e56)	Thai		U+0E56	U+0E56 THAI DIGIT SIX
1359	Thai_lekchet	0x0df7	Thai Digit Seven (U+0e57)	Thai		U+0E57	U+0E57 THAI DIGIT SEVEN
1360	Thai_lekpaet	0x0df8	Thai Digit Eight (U+0e58)	Thai		U+0E58	U+0E58 THAI DIGIT EIGHT
1361	Thai_lekkao	0x0df9	Thai Digit Nine (U+0e59)	Thai		U+0E59	U+0E59 THAI DIGIT NINE
1362	Hangul	0xff31	Hangul start/stop(toggle)	Korean		TOGGLE	Hangul start/stop(toggle)
1363	Hangul_Start	0xff32	Hangul start	Korean			Hangul start
1364	Hangul_End	0xff33	Hangul end, English start	Korean			Hangul end, English start
1365	Hangul_Hanja	0xff34	Start Hangul->Hanja Conversion	Korean			Start Hangul->Hanja Conversion
1366	Hangul_Jamo	0xff35	Hangul Jamo mode	Korean			Hangul Jamo mode
1367	Hangul_Romaja	0xff36	Hangul Romaja mode	Korean			Hangul Romaja mode
1368	Hangul_Codeinput	0xff37	Hangul code input mode	International & multi-key character composition			Hangul code input mode
1369	Hangul_Jeonja	0xff38	Jeonja mode	Korean			Jeonja mode
1370	Hangul_Banja	0xff39	Banja mode	Korean			Banja mode
1371	Hangul_PreHanja	0xff3a	Pre Hanja conversion	Korean			Pre Hanja conversion
1372	Hangul_PostHanja	0xff3b	Post Hanja conversion	Korean			Post Hanja conversion
1373	Hangul_SingleCandidate	0xff3c	Single candidate	International & multi-key character composition			Single candidate
1374	Hangul_MultipleCandidate	0xff3d	Multiple candidate	International & multi-key character composition			Multiple candidate
1375	Hangul_PreviousCandidate	0xff3e	Previous candidate	International & multi-key character composition			Previous candidate
1376	Hangul_Special	0xff3f	Special symbols	Korean			Special symbols
1377	Hangul_switch	0xff7e	Alias for mode switch	Korean	Hangul Consonant Characters		Hangul Consonant Characters
1378	Hangul_Kiyeog	0x0ea1	Korean Consonant Hangul Kiyeog	Korean	Hangul Consonant Characters		-
1379	Hangul_SsangKiyeog	0x0ea2	Korean Consonant Hangul Ssang Kiyeog	Korean	Hangul Consonant Characters		-
1380	Hangul_KiyeogSios	0x0ea3	Korean Consonant Hangul Kiyeog Sios	Korean	Hangul Consonant Characters		-
1381	Hangul_Nieun	0x0ea4	Korean Consonant Hangul Nieun	Korean	Hangul Consonant Characters		-
